Ni_wt,Re_wt,Co_wt,Al_wt,Ti_wt,W_wt,Mo_wt,Cr_wt,Ta_wt,C_wt,B_wt,Y_wt,Nb_wt,Hf_wt,solution_treatment_time,1st_step_aging_treatment_time,2nd_step_aging_treatment_time,solution_treatment_temperature,1st_step_aging_treatment_temperature,2nd_step_aging_treatment_temperature,temperature,applied_Stress,¦Ó,DL,G,L,Ni3Al_fraction,creep_life
65.449,1.49,0.99,5.2,0,5.59,0,11.73,7.42,0.08,0.031,0,1.77,0.25,4,4,20,1250,1080,871,1040,137.2,49.41122981,2.26488E-21,63.30365031,0.338786622,0.6509,205.5
65.449,1.49,0.99,5.2,0,5.59,0,11.73,7.42,0.08,0.031,0,1.77,0.25,4,1250,4,1080,20,871,1040,137.2,46.18158683,1.32404E-15,54.67866677,0.341517383,0.6509,205.5
64.9,5.8,4.8,5.78,0,6.8,0,3.8,7.5,0,0,0.02,0.5,0.1,4,4,20,1180,1140,870,1200,70,63.48307448,6.47454E-21,67.86192942,0.352418044,0.70751,213
61.4,2.9,9.9,5.8,0,6.9,2,7.1,3.9,0,0,0,0,0.1,4,4,20,1310,1080,704,1800,248.4,52.0797835,5.58339E-25,65.38313369,0.313651889,0.6047,219.6
63.781,5.5,7.5,6.5,0,3,1.5,5,7,0.004,0.05,0.015,0,0.15,2,4,16,1307,1080,898,1148,90,54.77751423,3.57051E-20,67.4607695,0.352057889,0.72491,220.1
66.61,1.45,1.05,4.85,0,7.32,0.84,7.67,7.22,0.088,0.032,0,2.59,0.28,4,4,20,1250,1080,871,1040,137.2,52.29587669,2.07172E-21,64.96403131,0.343077065,0.65948,220.3
64.956,1.46,1.01,5.17,0,6.63,0.84,9.79,8.88,0.075,0.029,0,0.87,0.29,4,4,20,1280,1080,871,1040,137.2,47.82855106,2.29318E-21,63.83266504,0.340106815,0.70525,220.3
66.959,1.45,0.55,4.78,1.17,9.01,0.84,7.58,6.43,0.088,0.033,0,0.86,0.25,4,4,20,1250,1080,871,1040,137.2,49.17058293,3.29058E-21,66.0565432,0.346134815,0.68296,220.5
67.96,0,2.52,4.4,3.18,6.5,0.92,10.1,4.42,0,0,0,0,0,3,4,20,1288,1080,871,982,220.8,45.35542307,1.72536E-21,68.665528,0.351627568,0.61259,224.8
63.9,7.2,6.4,5.47,0,5.2,0,1.8,9.5,0,0,0.03,0.3,0.2,4,4,20,1180,1140,870,1200,70,71.53548719,1.14339E-20,68.4754376,0.35587655,0.65713,232
66.202,1.44,0.97,4.96,0,7.21,0.83,7.54,8.77,0.066,0.022,0,1.71,0.28,4,4,20,1270,1080,871,1040,137.2,51.24305868,2.48482E-21,65.35361333,0.345306686,0.69968,232.2
61.366,1.32,8.63,4.53,0,6.59,0.76,6.89,8.02,0.06,0.024,0,1.57,0.24,4,4,20,1270,1080,871,1040,137.2,49.03935906,2.24965E-21,67.3847747,0.351334016,0.50187,240.4
67.96,0,2.52,4.4,3.18,6.5,0.92,10.1,4.42,0,0,0,0,0,3,4,20,1288,1080,871,871,448.5,45.35542307,1.72536E-21,68.665528,0.351627568,0.61259,240.5
65.126,2.86,1.01,4.95,0,7.08,0.83,7.45,8.7,0.069,0.025,0,1.61,0.29,4,4,20,1270,1080,871,1040,137.2,51.47000447,3.83548E-21,65.11414582,0.344073293,0.69847,244.8
64.281,4.5,7.5,6.5,0.5,3,1.5,5,7,0.004,0.05,0.015,0,0.15,2,4,16,1307,1080,898,1148,90,53.16273093,3.06052E-20,67.72571094,0.351793113,0.7434,246.3
63.781,5.5,7.5,6.5,0,3,1.5,5,7,0.004,0.05,0.015,0,0.15,2,4,16,1307,1080,898,871,552,54.77751423,3.57051E-20,67.4607695,0.352057889,0.72491,257.2
66.1,6,4.5,5.36,0,6,0,3,8.6,0,0,0.04,0.3,0.1,4,4,20,1180,1140,870,1200,70,70.02742241,7.9437E-21,68.55316168,0.35645175,0.65408,261
66.1,6,4.5,5.36,0,6,0,3,8.6,0,0,0.04,0.3,0.1,4,1180,4,1140,20,870,1200,70,65.44143314,3.24476E-15,59.19474412,0.359337812,0.65408,261
60.2,0,5,5.6,1,8,0.6,8,6,0,0,0,0,5.6,4,4,20,1180,1140,870,1050,140,36.92260762,1.83234E-21,64.47402081,0.342492788,0.80438,270
60.2,0,5,5.6,1,8,0.6,8,6,0,0,0,0,5.6,4,1180,4,1140,20,870,1050,140,34.50460227,1.17573E-15,55.67246019,0.345225094,0.80438,270
59.5,3,10,5.5,0,6,2,7,6.9,0,0,0,0,0.1,4,4,20,1310,1080,704,1800,248.4,49.21729201,6.18487E-25,70.28450483,0.342845473,0.64612,271.5
59,4,10,5.5,0,3.5,0,7,10.9,0,0,0,0,0.1,4,4,20,1310,1080,704,1800,248.4,42.72132563,5.78146E-25,58.24088319,0.351785813,0.67839,272.9
59.1,3.1,10,5.5,0,8.1,1,7,6.1,0,0,0,0,0.1,4,4,20,1310,1080,704,1800,248.4,45.46461464,3.86436E-25,69.74004103,0.33903409,0.65729,273.8
64.123,1.38,4.51,4.74,0,6.89,0.8,7.2,8.38,0.061,0.026,0,1.64,0.25,4,4,20,1270,1080,871,1040,137.2,51.67015418,2.26121E-21,66.24591156,0.346933799,0.59058,275.3
64.53,0,5,4.15,3.68,6.5,0.92,10.6,4.42,0,0,0,0,0.2,3,4,20,1288,1080,871,982,220.8,41.04733707,1.80716E-21,69.04909109,0.349344299,0.60239,276.7
60.3,5.1,10,5.5,0,3.8,1,6.8,7.4,0,0,0,0,0.1,4,4,20,1310,1080,704,1800,248.4,53.28142793,9.54459E-25,70.91079271,0.346761278,0.64768,276.7
67,6.5,4,5.18,0,5.5,0,2.4,9,0,0,0.02,0.3,0.1,4,4,20,1180,1140,870,1200,70,75.62455679,7.99353E-21,68.5029822,0.356478312,0.62992,281
77.26,0,2.52,4.4,3.18,6.5,0.92,0.6,4.42,0,0,0,0,0.2,3,4,20,1288,1080,871,982,220.8,74.7910718,1.5808E-21,71.05828038,0.360636925,0.5671,288.1
65.605,1.41,2.31,4.85,0,7.05,0.82,7.36,8.57,0.06,0.025,0,1.68,0.26,4,4,20,1270,1080,871,1040,137.2,52.4438581,2.32529E-21,65.73209062,0.345627838,0.65047,298.7
59.2,3,10,5.4,0,7,2.1,7,6.2,0,0,0,0,0.1,4,4,20,1310,1080,704,1800,248.4,49.11548873,5.46042E-25,70.1351411,0.341268471,0.63703,299.2
64.73,0,5,4.15,3.68,6.5,0.92,10.6,4.42,0,0,0,0,0,3,4,20,1288,1080,871,982,220.8,41.34221675,1.79973E-21,69.20082315,0.349701573,0.5966,304.6
68.901,1.48,1.02,5.62,0,7.9,0.86,7.23,5.74,0.081,0.028,0,0.88,0.26,4,4,20,1280,1080,871,1040,137.2,53.66690437,2.28673E-21,65.75475958,0.348065104,0.73529,311.1
61.6,3,8,6.2,0,5,2,7,7,0,0,0,0,0.2,4,4,20,1180,1140,870,1100,120,48.47522865,6.76551E-21,67.09243187,0.348354524,0.68262,319
59.3,3.1,10,5.6,0,4,2,5,10.9,0,0,0,0,0.1,4,4,20,1310,1080,704,1800,248.4,50.911595,1.39393E-24,70.04717177,0.344271989,0.68471,319.6
67.237,1.44,0,4.96,0,7.21,0.83,7.54,8.77,0.07,0.023,0,1.71,0.21,4,4,20,1270,1080,871,1040,137.2,50.11143729,3.37346E-21,66.12851389,0.349714427,0.70412,323.3
65.083,1.43,1.01,5.18,0,7,0.83,7.27,11.83,0.061,0.026,0,0,0.28,4,4,20,1280,1080,871,1040,137.2,48.87737033,2.54028E-21,65.48431831,0.346080145,0.78287,328.3
66.162,1.44,1,4.96,0,7.21,0.83,7.54,8.77,0.066,0.032,0,1.71,0.28,4,4,20,1270,1080,871,1040,137.2,51.08420218,2.11479E-21,65.11959835,0.344130449,0.70484,333.5
64.73,0,5,4.15,3.68,6.5,0.92,10.6,4.42,0,0,0,0,0,3,4,20,1276,1080,871,871,448.5,41.34221675,1.79973E-21,69.20082315,0.349701573,0.5966,339.8
70.4,0,0,5.6,0,7.5,0,10.3,6.2,0,0,0,0,0,3,4,20,1315,1065,871,1037,124.2,52.19363524,1.66982E-21,66.35537064,0.356238095,0.70995,344.6
67.275,1.46,1.01,5.34,0,8.41,0.84,7.19,7.25,0.07,0.025,0,0.87,0.26,4,4,20,1280,1080,871,1040,137.2,51.70516253,2.3979E-21,65.484021,0.346556087,0.72857,351.2
67.96,0,2.52,4.4,3.18,6.5,0.92,10.1,4.42,0,0,0,0,0,3,4,20,1288,1080,871,760,759,45.35542307,1.72536E-21,68.665528,0.351627568,0.61259,368
61.7,3,9,5.6,1,6,0.6,6.5,6.5,0,0,0,0,0.1,4,4,20,1180,1140,870,1100,120,43.26401204,4.99939E-21,69.58893542,0.356767317,0.65614,377
60.2,0,5,5.6,1,8,0.6,8,6,0,0,0,0,5.6,4,4,20,1180,1140,870,950,240,36.92260762,1.83234E-21,64.47402081,0.342492788,0.80438,380
61.6,3,8,6.2,0,5,2,7,7,0,0,0,0,0.2,4,4,20,1180,1140,870,1150,90,48.47522865,6.76551E-21,67.09243187,0.348354524,0.68262,387
65.607,1.44,1.01,5.07,0,7.11,0.83,7.4,10.31,0.067,0.026,0,0.85,0.28,4,4,20,1280,1080,871,1040,137.2,50.27036685,2.43135E-21,65.11996134,0.343802139,0.74888,388.9
74.9,0,0,5.5,1.1,5,2,5,6.5,0,0,0,0,0,4,4,32,1346,1080,871,1040,137.31,56.87518989,1.55182E-21,69.52239265,0.360755958,0.74547,400
59.2,3.1,10,5.6,0,6,2,5,9,0,0,0,0,0.1,4,4,20,1310,1080,704,1800,248.4,49.2748347,8.89952E-25,67.21106492,0.329586095,0.64565,406.8
66.078,2.89,1.01,5.27,0,5.61,0.84,7.5,9.59,0.066,0.026,0,0.86,0.26,4,4,20,1280,1080,871,1040,137.2,51.22847776,3.97225E-21,65.67165167,0.34702601,0.74552,415.4
61.6,3,8,6.2,0,5,2,7,7,0,0,0,0,0.2,4,4,20,1180,1140,870,1050,140,48.47522865,6.76551E-21,67.09243187,0.348354524,0.68262,416
66.405,1.45,1.02,5.2,0,7.8,0.84,7.29,8.79,0.069,0.026,0,0.86,0.25,4,4,20,1280,1080,871,1040,137.2,51.01445264,2.40964E-21,65.2650358,0.345041962,0.73524,430
65.312,2.87,1.01,5.15,0,6.79,0.83,7.35,9.5,0.061,0.027,0,0.85,0.25,4,4,20,1280,1080,871,1040,137.2,51.0590884,3.94278E-21,65.27429634,0.344767666,0.73941,433.4
61.7,3,9,5.6,1,6,0.6,6.5,6.5,0,0,0,0,0.1,4,4,20,1180,1140,870,1150,90,43.26401204,4.99939E-21,69.58893542,0.356767317,0.65614,435
66.06,2.89,1.01,5.28,0,6.56,0.84,7.36,8.78,0.071,0.029,0,0.86,0.26,4,4,20,1280,1080,871,1040,137.2,51.39553857,3.90105E-21,65.45565307,0.346030608,0.73964,436.5
70.5,0,5,5,1.5,4,0,10,4,0,0,0,0,0,4,4,32,1288,1080,870,1040,137.31,55.38439373,1.68617E-21,70.04837348,0.36065476,0.54543,440
60.2,0,5,5.6,1,8,0.6,8,6,0,0,0,0,5.6,4,4,20,1180,1140,870,850,500,36.92260762,1.83234E-21,64.47402081,0.342492788,0.80438,450
66.103,4.27,0.99,5.12,0,8.8,0.81,4.23,8.52,0.061,0.026,0,0.83,0.24,4,4,20,1280,1080,871,1040,137.2,57.70472837,3.97276E-21,66.56501581,0.348028437,0.74672,460.6
61.7,3,9,5.6,1,6,0.6,6.5,6.5,0,0,0,0,0.1,4,4,20,1180,1140,870,1050,140,43.26401204,4.99939E-21,69.58893542,0.356767317,0.65614,468
67.9,7.5,3.1,4.75,0,5,0,1.4,10,0,0,0.05,0.2,0.1,4,4,20,1180,1140,870,1150,90,83.46756615,8.12176E-21,68.26312455,0.355521103,0.58396,473
67.453,1.46,1,5.21,0,6.09,4.21,6.15,7.25,0.061,0.036,0,0.87,0.21,4,4,20,1280,1080,871,1040,137.2,60.30861994,2.04108E-21,63.8576095,0.333972207,0.72312,477.5
61,4.8,8,5.49,0,7.5,0,4.4,8.6,0,0,0.01,0.1,0.1,4,4,20,1180,1140,870,1150,90,53.654725,6.24371E-21,68.10588085,0.353531697,0.64915,485
67.9,7.5,3.1,4.75,0,5,0,1.4,10,0,0,0.05,0.2,0.1,4,4,20,1180,1140,870,1100,120,83.46756615,8.12176E-21,68.26312455,0.355521103,0.58396,487
61,4.8,8,5.49,0,7.5,0,4.4,8.6,0,0,0.01,0.1,0.1,4,4,20,1180,1140,870,1100,120,53.654725,6.24371E-21,68.10588085,0.353531697,0.64915,498
64.53,0,5,4.15,3.68,6.5,0.92,10.6,4.42,0,0,0,0,0.2,3,4,20,1288,1080,871,871,448.5,41.04733707,1.80716E-21,69.04909109,0.349344299,0.60239,502.3
66.565,1.45,1,5.14,0,6.57,2.51,6.74,8.79,0.069,0.026,0,0.86,0.28,4,4,20,1280,1080,871,1040,137.2,56.27873399,2.42171E-21,64.76637593,0.340272457,0.73554,507.3
65.964,2.83,0.89,5.1,0,8.89,0.82,5.75,8.61,0.061,0.025,0,0.84,0.22,4,4,20,1280,1080,871,1040,137.2,52.36809275,3.50142E-21,66.06509811,0.347607875,0.73983,508.9
65.624,1.43,1.01,5.07,0,8.07,0.83,7.27,9.5,0.061,0.025,0,0.85,0.26,4,4,20,1280,1080,871,1040,137.2,50.33157333,2.44473E-21,65.04982801,0.343817803,0.73529,509.9
65.605,1.43,1.02,5.07,0,8.53,0.83,7.21,9.1,0.061,0.024,0,0.85,0.27,4,4,20,1280,1080,871,1040,137.2,50.43445285,2.48054E-21,64.99409164,0.343676275,0.72891,525.5
64.53,0,5,4.15,3.68,6.5,0.92,10.6,4.42,0,0,0,0,0.2,3,4,20,1288,1080,871,204,759,41.04733707,1.80716E-21,69.04909109,0.349344299,0.60239,528.5
77.26,0,2.52,4.4,3.18,6.5,0.92,0.6,4.42,0,0,0,0,0.2,3,4,20,1288,1080,871,871,448.5,74.7910718,1.5808E-21,71.05828038,0.360636925,0.5671,546.5
66.023,1.29,0.98,5.4,0,8.62,0.77,6.5,9.23,0.065,0.022,0,0.89,0.21,4,4,20,1280,1080,871,1040,137.2,50.81656723,2.54916E-21,52.33986921,0.347874191,0.78136,550.3
65.73,1.42,1,5.08,0,8.8,0.83,7.1,8.9,0.07,0.02,0,0.8,0.25,4,4,20,1280,1080,871,1040,137.2,50.69650865,2.63083E-21,65.13091534,0.344205126,0.72607,555.5
64.9,5.8,4.8,5.78,0,6.8,0,3.8,7.5,0,0,0.02,0.5,0.1,4,4,20,1180,1140,870,1100,120,63.48307448,6.47454E-21,67.86192942,0.352418044,0.70751,572
65.394,1.57,0.98,4.75,0,9.35,0.88,7.79,8.18,0.062,0.024,0,0.81,0.21,4,4,20,1280,1080,871,1040,137.2,50.31557083,2.43156E-21,65.12460333,0.344345998,0.66744,580.9
63.9,7.2,6.4,5.47,0,5.2,0,1.8,9.5,0,0,0.03,0.3,0.2,4,4,20,1180,1140,870,1100,120,71.53548719,1.14339E-20,68.4754376,0.35587655,0.65713,583
66.1,6,4.5,5.36,0,6,0,3,8.6,0,0,0.04,0.3,0.1,4,4,20,1180,1140,870,1100,120,70.02742241,7.9437E-21,68.55316168,0.35645175,0.65408,584
65.788,1.44,1.01,5.12,0,9,0.41,7.33,8.72,0.06,0.022,0,0.85,0.25,4,4,20,1280,1080,871,1040,137.2,50.04749841,2.55401E-21,65.12468021,0.344877663,0.72569,588.8
63.9,7.2,6.4,5.47,0,5.2,0,1.8,9.5,0,0,0.03,0.3,0.2,4,4,20,1180,1140,870,1150,90,71.53548719,1.14339E-20,68.4754376,0.35587655,0.65713,590
67,6.5,4,5.18,0,5.5,0,2.4,9,0,0,0.02,0.3,0.1,4,4,20,1180,1140,870,1100,120,75.62455679,7.99353E-21,68.5029822,0.356478312,0.62992,592
64.9,5.8,4.8,5.78,0,6.8,0,3.8,7.5,0,0,0.02,0.5,0.1,4,4,20,1180,1140,870,1150,90,63.48307448,6.47454E-21,67.86192942,0.352418044,0.70751,593
67.499,1.44,1.2,5.03,0.38,6.93,0.83,7.22,8.72,0.078,0.033,0,0.43,0.21,4,4,20,1280,1080,871,1040,137.2,53.46393933,3.24228E-21,66.87895157,0.350701542,0.69744,610.1
65.639,1.43,1,5.07,0,8.76,0.83,7.18,8.9,0.07,0.021,0,0.85,0.25,4,4,20,1280,1080,871,1040,137.2,50.69284495,2.60662E-21,64.99977975,0.343594386,0.72449,611.1
66.1,6,4.5,5.36,0,6,0,3,8.6,0,0,0.04,0.3,0.1,4,4,20,1180,1140,870,1150,90,70.02742241,7.9437E-21,68.55316168,0.35645175,0.65408,623
67,6.5,4,5.18,0,5.5,0,2.4,9,0,0,0.02,0.3,0.1,4,4,20,1180,1140,870,1150,90,75.62455679,7.99353E-21,68.5029822,0.356478312,0.62992,650
65.621,1.43,0.99,5.07,0,8.99,0.83,7.15,8.7,0.064,0.025,0,0.85,0.28,4,4,20,1280,1080,871,1040,137.2,50.4876625,2.40145E-21,52.20007448,0.347749069,0.72725,665.1
64.73,0,5,4.15,3.68,6.5,0.92,10.6,4.42,0,0,0,0,0,3,4,20,1276,1080,871,204,759,41.34221675,1.79973E-21,69.20082315,0.349701573,0.5966,697.6
64.73,0,5,4.15,3.68,6.5,0.92,10.6,4.42,0,0,0,0,0,3,4,20,1288,1080,871,760,759,41.34221675,1.79973E-21,69.20082315,0.349701573,0.5966,697.6
61.6,3,8,6.2,0,5,2,7,7,0,0,0,0,0.2,4,4,20,1180,1140,870,850,500,48.47522865,6.76551E-21,67.09243187,0.348354524,0.68262,805
70.4,0,0,5.6,0,7.5,0,10.3,6.2,0,0,0,0,0,3,4,20,1315,1065,871,1037,103.5,52.19363524,1.66982E-21,66.35537064,0.356238095,0.70995,816.5
61.6,3,8,6.2,0,5,2,7,7,0,0,0,0,0.2,4,4,20,1180,1140,870,950,240,48.47522865,6.76551E-21,67.09243187,0.348354524,0.68262,837
63.1235,2.7,8,5.5,0.5,6.2,0.5,6.1,7.2,0.022,0.0045,0,0,0.15,2,4,20,1310,1145,870,950,250,47.26873341,4.95696E-21,69.58286903,0.359682219,0.63496,847
60.0695,3,9.5,5.6,0.6,6.4,0.6,6.5,7.5,0.025,0.0055,0,0,0.2,2,4,20,1310,1145,870,950,250,41.43963136,5.04975E-21,68.76718466,0.354976122,0.64621,880
57.9135,3.2,10,5.8,0.9,6.6,0.7,6.8,7.8,0.03,0.0065,0,0,0.25,2,4,20,1310,1145,870,950,250,36.0223701,4.42668E-21,66.82202849,0.343443655,0.69106,895
61.7,3,9,5.6,1,6,0.6,6.5,6.5,0,0,0,0,0.1,4,4,20,1180,1140,870,850,500,43.26401204,4.99939E-21,69.58893542,0.356767317,0.65614,917
60.67,3,9.5,5.7,0.6,6.5,0.6,6.5,6.7,0.025,0.005,0,0,0.2,2,4,20,1310,1145,870,950,250,42.63333554,5.05599E-21,69.06027507,0.355575179,0.64873,918
59.27,3,9.5,5.6,0.6,6.5,0.6,6.5,8.2,0.025,0.005,0,0,0.2,2,4,20,1310,1145,870,950,250,39.48596743,4.822E-21,68.17049252,0.352518907,0.65629,947
61.7,3,9,5.6,1,6,0.6,6.5,6.5,0,0,0,0,0.1,4,4,20,1180,1140,870,950,240,43.26401204,4.99939E-21,69.58893542,0.356767317,0.65614,953
60.72,2.9,9.7,5.65,1,6.4,0.6,6.4,6.5,0.03,0,0,0,0.1,2,4,20,1310,1145,870,950,250,41.98054682,5.31776E-21,58.66699041,0.359483932,0.65795,1018
67.9,7.5,3.1,4.75,0,5,0,1.4,10,0,0,0.05,0.2,0.1,4,4,20,1180,1140,870,1050,140,83.46756615,8.12176E-21,68.26312455,0.355521103,0.58396,1423
61,4.8,8,5.49,0,7.5,0,4.4,8.6,0,0,0.01,0.1,0.1,4,4,20,1180,1140,870,1050,140,53.654725,6.24371E-21,68.10588085,0.353531697,0.64915,1469
64.9,5.8,4.8,5.78,0,6.8,0,3.8,7.5,0,0,0.02,0.5,0.1,4,4,20,1180,1140,870,1050,140,63.48307448,6.47454E-21,67.86192942,0.352418044,0.70751,1592
63.9,7.2,6.4,5.47,0,5.2,0,1.8,9.5,0,0,0.03,0.3,0.2,4,4,20,1180,1140,870,1050,140,71.53548719,1.14339E-20,68.4754376,0.35587655,0.65713,1648
59.9,0,7.3,5.3,0,18.6,0,5.5,3.4,0,0,0,0,0,4,5,20,1348,982,870,1040,137.31,46.59036946,1.57674E-21,68.72808768,0.352106508,0.66356,1707
60.1,0,7.5,5.2,0,16.6,0,5.5,5.1,0,0,0,0,0,4,5,20,1348,982,870,1040,137.31,45.14531234,1.58925E-21,68.58164191,0.353810118,0.61392,1751
66.1,6,4.5,5.36,0,6,0,3,8.6,0,0,0.04,0.3,0.1,4,4,20,1180,1140,870,1050,140,70.02742241,7.9437E-21,68.55316168,0.35645175,0.65408,1752
67,6.5,4,5.18,0,5.5,0,2.4,9,0,0,0.02,0.3,0.1,4,4,20,1180,1140,870,1050,140,75.62455679,7.99353E-21,68.5029822,0.356478312,0.62992,1803
66.4,0,0,5.3,0,8.7,0,9.2,10.4,0,0,0,0,0,4,5,20,1324,982,870,1040,137.31,51.7718437,1.59502E-21,65.32061675,0.347690417,0.76982,1827
67.7,0,0,5.2,0,12.8,0,6.6,7.7,0,0,0,0,0,4,5,20,1348,982,870,1040,137.31,51.78809782,1.46741E-21,67.12115231,0.356164927,0.78008,1920
64.5235,2.5,7.8,5.3,0.4,6,0.5,5.8,7,0.022,0.0045,0,0,0.15,2,4,20,1310,1145,870,950,200,52.99904312,4.1337E-21,69.76864949,0.360531876,0.59838,1990
63.1235,2.7,8,5.5,0.5,6.2,0.5,6.1,7.2,0.022,0.0045,0,0,0.15,2,4,20,1310,1145,870,950,200,47.26873341,4.95696E-21,69.58286903,0.359682219,0.63496,2138
60.67,3,9.5,5.7,0.6,6.5,0.6,6.5,6.7,0.025,0.005,0,0,0.2,2,4,20,1310,1145,870,950,200,42.63333554,5.05599E-21,69.06027507,0.355575179,0.64873,2203
57.4135,3.2,10,6,1,6.6,0.7,7,7.8,0.03,0.0065,0,0,0.25,2,4,20,1310,1145,870,950,200,34.00665509,4.05969E-21,65.60186294,0.336449859,0.71988,2250
59.27,3,9.5,5.6,0.6,6.5,0.6,6.5,8.2,0.025,0.005,0,0,0.2,2,4,20,1310,1145,870,950,200,39.48596743,4.822E-21,68.17049252,0.352518907,0.65629,2280
60.0695,3,9.5,5.6,0.6,6.4,0.6,6.5,7.5,0.025,0.0055,0,0,0.2,2,4,20,1310,1145,870,950,200,41.43963136,5.04975E-21,68.76718466,0.354976122,0.64621,2388
60.72,2.9,9.7,5.65,1,6.4,0.6,6.4,6.5,0.03,0,0,0,0.1,2,4,20,1310,1145,870,950,190,41.98054682,5.31776E-21,58.66699041,0.359483932,0.65795,2438
57.9135,3.2,10,5.8,0.9,6.6,0.7,6.8,7.8,0.03,0.0065,0,0,0.25,2,4,20,1310,1145,870,950,200,36.0223701,4.42668E-21,66.82202849,0.343443655,0.69106,2467
67.9,7.5,3.1,4.75,0,5,0,1.4,10,0,0,0.05,0.2,0.1,4,4,20,1180,1140,870,850,500,83.46756615,8.12176E-21,68.26312455,0.355521103,0.58396,2537
61,4.8,8,5.49,0,7.5,0,4.4,8.6,0,0,0.01,0.1,0.1,4,4,20,1180,1140,870,850,500,53.654725,6.24371E-21,68.10588085,0.353531697,0.64915,2568
64.9,5.8,4.8,5.78,0,6.8,0,3.8,7.5,0,0,0.02,0.5,0.1,4,4,20,1180,1140,870,850,500,63.48307448,6.47454E-21,67.86192942,0.352418044,0.70751,2696
63.9,7.2,6.4,5.47,0,5.2,0,1.8,9.5,0,0,0.03,0.3,0.2,4,4,20,1180,1140,870,850,500,71.53548719,1.14339E-20,68.4754376,0.35587655,0.65713,2721
66.1,6,4.5,5.36,0,6,0,3,8.6,0,0,0.04,0.3,0.1,4,4,20,1180,1140,870,850,500,70.02742241,7.9437E-21,68.55316168,0.35645175,0.65408,3054
67,6.5,4,5.18,0,5.5,0,2.4,9,0,0,0.02,0.3,0.1,4,4,20,1180,1140,870,850,500,75.62455679,7.99353E-21,68.5029822,0.356478312,0.62992,3243
67.9,7.5,3.1,4.75,0,5,0,1.4,10,0,0,0.05,0.2,0.1,4,4,20,1180,1140,870,950,240,83.46756615,8.12176E-21,68.26312455,0.355521103,0.58396,3427
61,4.8,8,5.49,0,7.5,0,4.4,8.6,0,0,0.01,0.1,0.1,4,4,20,1180,1140,870,950,240,53.654725,6.24371E-21,68.10588085,0.353531697,0.64915,3468
64.5235,2.5,7.8,5.3,0.4,6,0.5,5.8,7,0.022,0.0045,0,0,0.15,2,4,20,1310,1145,870,950,165,52.99904312,4.1337E-21,69.76864949,0.360531876,0.59838,3690
64.9,5.8,4.8,5.78,0,6.8,0,3.8,7.5,0,0,0.02,0.5,0.1,4,4,20,1180,1140,870,950,240,63.48307448,6.47454E-21,67.86192942,0.352418044,0.70751,3721
63.9,7.2,6.4,5.47,0,5.2,0,1.8,9.5,0,0,0.03,0.3,0.2,4,4,20,1180,1140,870,950,240,71.53548719,1.14339E-20,68.4754376,0.35587655,0.65713,3764
66.1,6,4.5,5.36,0,6,0,3,8.6,0,0,0.04,0.3,0.1,4,4,20,1180,1140,870,950,240,70.02742241,7.9437E-21,68.55316168,0.35645175,0.65408,3825
67,6.5,4,5.18,0,5.5,0,2.4,9,0,0,0.02,0.3,0.1,4,4,20,1180,1140,870,950,240,75.62455679,7.99353E-21,68.5029822,0.356478312,0.62992,3917
57.4135,3.2,10,6,1,6.6,0.7,7,7.8,0.03,0.0065,0,0,0.25,2,4,20,1310,1145,870,950,165,34.00665509,4.05969E-21,65.60186294,0.336449859,0.71988,4430
60.72,2.9,9.7,5.65,1,6.4,0.6,6.4,6.5,0.03,0,0,0,0.1,2,4,20,1310,1145,870,950,165,41.98054682,5.31776E-21,58.66699041,0.359483932,0.65795,4760
59.27,3,9.5,5.6,0.6,6.5,0.6,6.5,8.2,0.025,0.005,0,0,0.2,2,4,20,1310,1145,870,950,165,39.48596743,4.822E-21,68.17049252,0.352518907,0.65629,5040
60.67,3,9.5,5.7,0.6,6.5,0.6,6.5,6.7,0.025,0.005,0,0,0.2,2,4,20,1310,1145,870,950,165,42.63333554,5.05599E-21,69.06027507,0.355575179,0.64873,5180
63.1235,2.7,8,5.5,0.5,6.2,0.5,6.1,7.2,0.022,0.0045,0,0,0.15,2,4,20,1310,1145,870,950,165,47.26873341,4.95696E-21,69.58286903,0.359682219,0.63496,6050
60.0695,3,9.5,5.6,0.6,6.4,0.6,6.5,7.5,0.025,0.0055,0,0,0.2,2,4,20,1310,1145,870,950,165,41.43963136,5.04975E-21,68.76718466,0.354976122,0.64621,6815
